pnum,april_lay_date,clutch_size,num_fledglings,father,mother,box,year,wytham_born,natal_box,age,x,y,recorded,repertoire_size,self_similarity,ac_sim,shared,total_rep,mean_spat_dist,mean_ac_sim,dispersal_distance,prop_immigrants,mean_dispersal
20211W74,14.0,9.0,6,vz30247,ty68173,W74,2021,True,W25,6.0,445800.33,209211.71,True,1.0,,0.36586695584988965,2.0,42.0,153.291,0.38953845,388.3,0.5,461.3
20211W75,16.0,8.0,3,tl38562,tw77199,W75,2021,True,EX30,6.0,445667.33,209164.71,True,4.0,0.377385,0.3592454105960265,2.0,72.0,148.725,0.35713676250000004,430.8,0.4,474.4
20211W77,17.0,8.0,6,ty68001,te80782,W77,2021,False,,6.0,445609.33,209153.71,True,3.0,0.3231733333333333,0.3538136613318617,0.0,60.0,171.728,0.34178705555555555,,0.30000000000000004,503.5
20211W79,13.0,8.0,7,ty68197,ty68013,W79,2021,True,W21,5.0,445684.33,209242.71,True,,,,,,,,600.6,0.5,448.7
20211W80,25.0,7.0,7,tr43333,ts47681,W80,2021,False,,5.0,445704.33,209263.71,True,4.0,0.417335,0.3691037396523179,8.0,73.0,124.003,0.370666375,,0.4,474.0
20211W81,19.0,9.0,7,vz33280,vn85374,W81,2021,False,,6.0,445606.33,209304.71,True,6.0,0.4344,0.3635878799668874,14.0,91.0,157.922,0.3798479861111111,,0.4,474.0
20211W84,16.0,7.0,0,,ty68161,W84,2021,,,,445572.33,209301.71,True,,,,,,,,,,
20211W87,16.0,6.0,6,ty68090,ty68708,W87,2021,True,W29,5.0,445546.33,209292.71,True,3.0,0.4080166666666667,0.3710334229212656,4.0,61.0,193.292,0.370602,582.3,0.5,510.8
20211W92,11.0,6.0,4,tl38696,tw41889,W92,2021,False,,6.0,445495.33,209195.71,True,,,,,,,,,0.19999999999999996,534.2
20211W96,,,0,,,W96,2021,,,,445493.33,209137.71,True,,,,,,,,,,
20211W98,15.0,8.0,6,ty69523,vz33678,W98,2021,True,EX25,5.0,445459.33,209114.71,True,,,,,,,,680.5,0.5,496.2
20211W99A,27.0,4.0,4,vz31898,tr43335,W99A,2021,True,W58,6.0,445385.33,209013.71,True,2.0,0.16271,0.33897519398454745,2.0,53.0,229.183,0.34583325,672.9,0.6,539.6
20212C51,53.0,6.0,0,,,C51,2021,,,,446497.72,206774.76,False,,,,,,,,,,
20212EX49A,76.0,5.0,0,,,EX49A,2021,,,,446155.33,208632.71,False,,,,,,,,,,
20212EX5A,46.0,11.0,6,,vz29885,EX5A,2021,,,,445452.33,208363.71,False,,,,,,,,,,
20212O96,39.0,8.0,4,,ty68636,O96,2021,,,,445978.33,207543.71,False,,,,,,,,,,
